x real_part imag_part
-3.463366e-01 -1.421582e-03 -1.729632e-04
-3.420855e-01 -1.432600e-03 -1.773653e-04
-3.378345e-01 -1.443687e-03 -1.818435e-04
-3.335834e-01 -1.454843e-03 -1.863989e-04
-3.293323e-01 -1.466068e-03 -1.910325e-04
-3.250813e-01 -1.477363e-03 -1.957453e-04
-3.208302e-01 -1.488726e-03 -2.005383e-04
-3.165791e-01 -1.500160e-03 -2.054126e-04
-3.123281e-01 -1.511663e-03 -2.103692e-04
-3.080770e-01 -1.523236e-03 -2.154091e-04
-3.038260e-01 -1.534879e-03 -2.205335e-04
-2.995749e-01 -1.546592e-03 -2.257433e-04
-2.953238e-01 -1.558375e-03 -2.310397e-04
-2.910728e-01 -1.570229e-03 -2.364238e-04
-2.868217e-01 -1.582152e-03 -2.418967e-04
-2.825706e-01 -1.594147e-03 -2.474594e-04
-2.783196e-01 -1.606211e-03 -2.531132e-04
-2.740685e-01 -1.618346e-03 -2.588591e-04
-2.698175e-01 -1.630552e-03 -2.646983e-04
-2.655664e-01 -1.642829e-03 -2.706319e-04
-2.613153e-01 -1.655176e-03 -2.766612e-04
-2.570643e-01 -1.667594e-03 -2.827872e-04
-2.528132e-01 -1.680083e-03 -2.890112e-04
-2.485621e-01 -1.692643e-03 -2.953344e-04
-2.443111e-01 -1.705274e-03 -3.017580e-04
-2.400600e-01 -1.717975e-03 -3.082831e-04
-2.358090e-01 -1.730748e-03 -3.149111e-04
-2.315579e-01 -1.743591e-03 -3.216432e-04
-2.273068e-01 -1.756506e-03 -3.284806e-04
-2.230558e-01 -1.769491e-03 -3.354245e-04
-2.188047e-01 -1.782547e-03 -3.424764e-04
-2.145536e-01 -1.795674e-03 -3.496373e-04
-2.103026e-01 -1.808871e-03 -3.569087e-04
-2.060515e-01 -1.822140e-03 -3.642919e-04
-2.018005e-01 -1.835479e-03 -3.717881e-04
-1.975494e-01 -1.848888e-03 -3.793987e-04
-1.932983e-01 -1.862369e-03 -3.871250e-04
-1.890473e-01 -1.875919e-03 -3.949684e-04
-1.847962e-01 -1.889540e-03 -4.029302e-04
-1.805451e-01 -1.903231e-03 -4.110118e-04
-1.762941e-01 -1.916992e-03 -4.192147e-04
-1.720430e-01 -1.930823e-03 -4.275401e-04
-1.677919e-01 -1.944724e-03 -4.359895e-04
-1.635409e-01 -1.958695e-03 -4.445643e-04
-1.592898e-01 -1.972735e-03 -4.532660e-04
-1.550388e-01 -1.986844e-03 -4.620960e-04
-1.507877e-01 -2.001023e-03 -4.710556e-04
-1.465366e-01 -2.015270e-03 -4.801465e-04
-1.422856e-01 -2.029586e-03 -4.893701e-04
-1.380345e-01 -2.043971e-03 -4.987278e-04
-1.337834e-01 -2.058424e-03 -5.082212e-04
-1.295324e-01 -2.072945e-03 -5.178517e-04
-1.252813e-01 -2.087534e-03 -5.276209e-04
-1.210303e-01 -2.102190e-03 -5.375303e-04
-1.167792e-01 -2.116913e-03 -5.475815e-04
-1.125281e-01 -2.131704e-03 -5.577760e-04
-1.082771e-01 -2.146561e-03 -5.681154e-04
