x prob_density
2.360590e-01 5.228991e-06
2.403101e-01 5.290753e-06
2.445611e-01 5.353211e-06
2.488122e-01 5.416371e-06
2.530633e-01 5.480241e-06
2.573143e-01 5.544828e-06
2.615654e-01 5.610141e-06
2.658165e-01 5.676186e-06
2.700675e-01 5.742972e-06
2.743186e-01 5.810507e-06
2.785696e-01 5.878798e-06
2.828207e-01 5.947853e-06
2.870718e-01 6.017680e-06
2.913228e-01 6.088289e-06
2.955739e-01 6.159686e-06
2.998250e-01 6.231880e-06
3.040760e-01 6.304880e-06
3.083271e-01 6.378694e-06
3.125781e-01 6.453331e-06
3.168292e-01 6.528799e-06
3.210803e-01 6.605107e-06
3.253313e-01 6.682264e-06
3.295824e-01 6.760278e-06
3.338335e-01 6.839160e-06
3.380845e-01 6.918918e-06
3.423356e-01 6.999560e-06
3.465866e-01 7.081097e-06
3.508377e-01 7.163538e-06
3.550888e-01 7.246892e-06
3.593398e-01 7.331169e-06
3.635909e-01 7.416378e-06
3.678420e-01 7.502529e-06
3.720930e-01 7.589633e-06
3.763441e-01 7.677698e-06
3.805951e-01 7.766735e-06
3.848462e-01 7.856754e-06
3.890973e-01 7.947765e-06
3.933483e-01 8.039779e-06
3.975994e-01 8.132806e-06
4.018505e-01 8.226856e-06
4.061015e-01 8.321940e-06
4.103526e-01 8.418069e-06
4.146037e-01 8.515254e-06
4.188547e-01 8.613506e-06
4.231058e-01 8.712835e-06
4.273568e-01 8.813253e-06
4.316079e-01 8.914770e-06
4.358590e-01 9.017400e-06
4.401100e-01 9.121152e-06
4.443611e-01 9.226038e-06
4.486122e-01 9.332071e-06
4.528632e-01 9.439261e-06
4.571143e-01 9.547621e-06
4.613653e-01 9.657164e-06
4.656164e-01 9.767900e-06
4.698675e-01 9.879842e-06
4.741185e-01 9.993003e-06
4.783696e-01 1.010739e-05
4.826207e-01 1.022303e-05
4.868717e-01 1.033992e-05
4.911228e-01 1.045808e-05
4.953738e-01 1.057753e-05
4.996249e-01 1.069827e-05
5.038760e-01 1.082032e-05
5.081270e-01 1.094369e-05
5.123781e-01 1.106839e-05
5.166292e-01 1.119444e-05
5.208802e-01 1.132186e-05
5.251313e-01 1.145066e-05
5.293823e-01 1.158084e-05
5.336334e-01 1.171243e-05
5.378845e-01 1.184544e-05
5.421355e-01 1.197988e-05
5.463866e-01 1.211577e-05
5.506377e-01 1.225312e-05
5.548887e-01 1.239195e-05
5.591398e-01 1.253227e-05
5.633908e-01 1.267410e-05
5.676419e-01 1.281745e-05
5.718930e-01 1.296234e-05
5.761440e-01 1.310879e-05
5.803951e-01 1.325680e-05
5.846462e-01 1.340640e-05
5.888972e-01 1.355760e-05
5.931483e-01 1.371041e-05
5.973993e-01 1.386486e-05
6.016504e-01 1.402096e-05
6.059015e-01 1.417872e-05
6.101525e-01 1.433817e-05
6.144036e-01 1.449932e-05
6.186547e-01 1.466219e-05
6.229057e-01 1.482678e-05
6.271568e-01 1.499313e-05
6.314079e-01 1.516125e-05
6.356589e-01 1.533116e-05
6.399100e-01 1.550287e-05
6.441610e-01 1.567640e-05
6.484121e-01 1.585177e-05
6.526632e-01 1.602901e-05
6.569142e-01 1.620812e-05
6.611653e-01 1.638912e-05
6.654164e-01 1.657204e-05
6.696674e-01 1.675689e-05
6.739185e-01 1.694370e-05
6.781695e-01 1.713248e-05
6.824206e-01 1.732325e-05
6.866717e-01 1.751603e-05
6.909227e-01 1.771085e-05
6.951738e-01 1.790771e-05
6.994249e-01 1.810665e-05
7.036759e-01 1.830768e-05
7.079270e-01 1.851082e-05
7.121780e-01 1.871610e-05
7.164291e-01 1.892353e-05
7.206802e-01 1.913313e-05
7.249312e-01 1.934494e-05
7.291823e-01 1.955896e-05
7.334334e-01 1.977522e-05
7.376844e-01 1.999375e-05
7.419355e-01 2.021456e-05
7.461865e-01 2.043768e-05
7.504376e-01 2.066313e-05
7.546887e-01 2.089093e-05
7.589397e-01 2.112110e-05
7.631908e-01 2.135368e-05
7.674419e-01 2.158868e-05
7.716929e-01 2.182612e-05
7.759440e-01 2.206603e-05
7.801950e-01 2.230844e-05
7.844461e-01 2.255336e-05
7.886972e-01 2.280083e-05
7.929482e-01 2.305086e-05
7.971993e-01 2.330349e-05
8.014504e-01 2.355873e-05
8.057014e-01 2.381661e-05
8.099525e-01 2.407717e-05
8.142036e-01 2.434041e-05
8.184546e-01 2.460638e-05
8.227057e-01 2.487509e-05
8.269567e-01 2.514658e-05
8.312078e-01 2.542086e-05
8.354589e-01 2.569798e-05
8.397099e-01 2.597794e-05
8.439610e-01 2.626079e-05
8.482121e-01 2.654654e-05
8.524631e-01 2.683524e-05
8.567142e-01 2.712689e-05
8.609652e-01 2.742155e-05
8.652163e-01 2.771922e-05
8.694674e-01 2.801994e-05
8.737184e-01 2.832375e-05
8.779695e-01 2.863066e-05
8.822206e-01 2.894072e-05
8.864716e-01 2.925394e-05
8.907227e-01 2.957036e-05
8.949737e-01 2.989002e-05
8.992248e-01 3.021293e-05
9.034759e-01 3.053914e-05
9.077269e-01 3.086867e-05
9.119780e-01 3.120156e-05
9.162291e-01 3.153783e-05
9.204801e-01 3.187752e-05
9.247312e-01 3.222067e-05
9.289822e-01 3.256730e-05
9.332333e-01 3.291744e-05
9.374844e-01 3.327114e-05
9.417354e-01 3.362842e-05
9.459865e-01 3.398932e-05
9.502376e-01 3.435387e-05
9.544886e-01 3.472210e-05
9.587397e-01 3.509406e-05
9.629907e-01 3.546978e-05
9.672418e-01 3.584928e-05
9.714929e-01 3.623262e-05
9.757439e-01 3.661982e-05
9.799950e-01 3.701091e-05
9.842461e-01 3.740595e-05
9.884971e-01 3.780496e-05
9.927482e-01 3.820797e-05
9.969992e-01 3.861504e-05
1.001250e+00 3.902619e-05
1.005501e+00 3.944147e-05
1.009752e+00 3.986090e-05
1.014004e+00 4.028454e-05
1.018255e+00 4.071242e-05
1.022506e+00 4.114458e-05
1.026757e+00 4.158106e-05
1.031008e+00 4.202190e-05
1.035259e+00 4.246714e-05
1.039510e+00 4.291683e-05
1.043761e+00 4.337099e-05
1.048012e+00 4.382968e-05
1.052263e+00 4.429294e-05
1.056514e+00 4.476080e-05
1.060765e+00 4.523332e-05
1.065016e+00 4.571053e-05
1.069267e+00 4.619247e-05
1.073518e+00 4.667920e-05
1.077769e+00 4.717076e-05
1.082021e+00 4.766718e-05
1.086272e+00 4.816852e-05
1.090523e+00 4.867481e-05
1.094774e+00 4.918612e-05
1.099025e+00 4.970247e-05
1.103276e+00 5.022392e-05
1.107527e+00 5.075052e-05
1.111778e+00 5.128231e-05
1.116029e+00 5.181933e-05
1.120280e+00 5.236165e-05
1.124531e+00 5.290930e-05
1.128782e+00 5.346233e-05
1.133033e+00 5.402080e-05
1.137284e+00 5.458474e-05
1.141535e+00 5.515423e-05
1.145786e+00 5.572929e-05
1.150038e+00 5.630999e-05
1.154289e+00 5.689637e-05
1.158540e+00 5.748849e-05
1.162791e+00 5.808640e-05
1.167042e+00 5.869015e-05
1.171293e+00 5.929979e-05
1.175544e+00 5.991538e-05
1.179795e+00 6.053698e-05
1.184046e+00 6.116462e-05
1.188297e+00 6.179838e-05
1.192548e+00 6.243830e-05
1.196799e+00 6.308445e-05
1.201050e+00 6.373687e-05
1.205301e+00 6.439562e-05
1.209552e+00 6.506076e-05
1.213803e+00 6.573235e-05
1.218055e+00 6.641045e-05
1.222306e+00 6.709511e-05
1.226557e+00 6.778639e-05
1.230808e+00 6.848436e-05
1.235059e+00 6.918906e-05
1.239310e+00 6.990057e-05
1.243561e+00 7.061894e-05
1.247812e+00 7.134423e-05
1.252063e+00 7.207651e-05
1.256314e+00 7.281584e-05
1.260565e+00 7.356228e-05
1.264816e+00 7.431589e-05
1.269067e+00 7.507674e-05
1.273318e+00 7.584490e-05
1.277569e+00 7.662041e-05
1.281820e+00 7.740336e-05
1.286072e+00 7.819381e-05
1.290323e+00 7.899182e-05
1.294574e+00 7.979747e-05
1.298825e+00 8.061081e-05
1.303076e+00 8.143192e-05
1.307327e+00 8.226086e-05
1.311578e+00 8.309771e-05
1.315829e+00 8.394253e-05
1.320080e+00 8.479539e-05
1.324331e+00 8.565637e-05
1.328582e+00 8.652553e-05
1.332833e+00 8.740295e-05
1.337084e+00 8.828870e-05
1.341335e+00 8.918286e-05
1.345586e+00 9.008549e-05
1.349837e+00 9.099667e-05
1.354089e+00 9.191647e-05
1.358340e+00 9.284498e-05
1.362591e+00 9.378226e-05
1.366842e+00 9.472839e-05
1.371093e+00 9.568346e-05
1.375344e+00 9.664753e-05
1.379595e+00 9.762069e-05
1.383846e+00 9.860301e-05
1.388097e+00 9.959458e-05
1.392348e+00 1.005955e-04
1.396599e+00 1.016058e-04
1.400850e+00 1.026255e-04
1.405101e+00 1.036549e-04
1.409352e+00 1.046939e-04
1.413603e+00 1.057426e-04
1.417854e+00 1.068012e-04
1.422106e+00 1.078697e-04
1.426357e+00 1.089481e-04
1.430608e+00 1.100366e-04
1.434859e+00 1.111353e-04
1.439110e+00 1.122442e-04
1.443361e+00 1.133635e-04
1.447612e+00 1.144932e-04
1.451863e+00 1.156334e-04
1.456114e+00 1.167842e-04
1.460365e+00 1.179457e-04
1.464616e+00 1.191180e-04
1.468867e+00 1.203012e-04
1.473118e+00 1.214953e-04
1.477369e+00 1.227005e-04
1.481620e+00 1.239169e-04
1.485871e+00 1.251445e-04
1.490123e+00 1.263835e-04
1.494374e+00 1.276339e-04
1.498625e+00 1.288958e-04
1.502876e+00 1.301694e-04
1.507127e+00 1.314547e-04
1.511378e+00 1.327519e-04
1.515629e+00 1.340610e-04
1.519880e+00 1.353822e-04
1.524131e+00 1.367154e-04
1.528382e+00 1.380610e-04
1.532633e+00 1.394188e-04
1.536884e+00 1.407892e-04
1.541135e+00 1.421720e-04
1.545386e+00 1.435676e-04
1.549637e+00 1.449759e-04
1.553888e+00 1.463971e-04
1.558140e+00 1.478312e-04
1.562391e+00 1.492785e-04
1.566642e+00 1.507389e-04
1.570893e+00 1.522127e-04
1.575144e+00 1.536998e-04
1.579395e+00 1.552005e-04
