p rho_p
2.621905e+01 1.047429e-03
2.622656e+01 1.023556e-03
2.623406e+01 1.000199e-03
2.624156e+01 9.773475e-04
2.624906e+01 9.549910e-04
2.625656e+01 9.331196e-04
2.626407e+01 9.117233e-04
2.627157e+01 8.907925e-04
2.627907e+01 8.703177e-04
2.628657e+01 8.502895e-04
2.629407e+01 8.306987e-04
2.630158e+01 8.115364e-04
2.630908e+01 7.927938e-04
2.631658e+01 7.744622e-04
2.632408e+01 7.565331e-04
2.633158e+01 7.389982e-04
2.633908e+01 7.218494e-04
2.634659e+01 7.050786e-04
2.635409e+01 6.886780e-04
2.636159e+01 6.726400e-04
2.636909e+01 6.569569e-04
2.637659e+01 6.416213e-04
2.638410e+01 6.266260e-04
2.639160e+01 6.119640e-04
2.639910e+01 5.976281e-04
2.640660e+01 5.836116e-04
2.641410e+01 5.699077e-04
2.642161e+01 5.565100e-04
2.642911e+01 5.434118e-04
2.643661e+01 5.306070e-04
2.644411e+01 5.180893e-04
2.645161e+01 5.058526e-04
2.645911e+01 4.938910e-04
2.646662e+01 4.821986e-04
2.647412e+01 4.707697e-04
2.648162e+01 4.595988e-04
2.648912e+01 4.486803e-04
2.649662e+01 4.380088e-04
2.650413e+01 4.275790e-04
2.651163e+01 4.173858e-04
2.651913e+01 4.074242e-04
2.652663e+01 3.976890e-04
2.653413e+01 3.881755e-04
2.654164e+01 3.788789e-04
2.654914e+01 3.697946e-04
2.655664e+01 3.609178e-04
2.656414e+01 3.522442e-04
2.657164e+01 3.437693e-04
2.657914e+01 3.354889e-04
2.658665e+01 3.273987e-04
2.659415e+01 3.194946e-04
2.660165e+01 3.117724e-04
2.660915e+01 3.042284e-04
2.661665e+01 2.968585e-04
2.662416e+01 2.896590e-04
2.663166e+01 2.826261e-04
2.663916e+01 2.757562e-04
2.664666e+01 2.690456e-04
2.665416e+01 2.624910e-04
2.666167e+01 2.560888e-04
2.666917e+01 2.498358e-04
2.667667e+01 2.437285e-04
2.668417e+01 2.377638e-04
2.669167e+01 2.319386e-04
2.669917e+01 2.262497e-04
2.670668e+01 2.206941e-04
2.671418e+01 2.152688e-04
2.672168e+01 2.099710e-04
2.672918e+01 2.047978e-04
2.673668e+01 1.997464e-04
2.674419e+01 1.948141e-04
2.675169e+01 1.899982e-04
2.675919e+01 1.852961e-04
2.676669e+01 1.807054e-04
2.677419e+01 1.762234e-04
2.678170e+01 1.718477e-04
2.678920e+01 1.675759e-04
2.679670e+01 1.634057e-04
2.680420e+01 1.593348e-04
2.681170e+01 1.553609e-04
2.681920e+01 1.514818e-04
2.682671e+01 1.476955e-04
2.683421e+01 1.439997e-04
2.684171e+01 1.403924e-04
2.684921e+01 1.368716e-04
2.685671e+01 1.334354e-04
2.686422e+01 1.300818e-04
2.687172e+01 1.268088e-04
2.687922e+01 1.236148e-04
2.688672e+01 1.204978e-04
2.689422e+01 1.174560e-04
2.690173e+01 1.144878e-04
2.690923e+01 1.115915e-04
2.691673e+01 1.087654e-04
2.692423e+01 1.060079e-04
2.693173e+01 1.033173e-04
2.693923e+01 1.006922e-04
2.694674e+01 9.813106e-05
2.695424e+01 9.563234e-05
2.696174e+01 9.319462e-05
2.696924e+01 9.081647e-05
2.697674e+01 8.849652e-05
2.698425e+01 8.623339e-05
2.699175e+01 8.402577e-05
2.699925e+01 8.187235e-05
2.700675e+01 7.977187e-05
2.701425e+01 7.772309e-05
2.702176e+01 7.572479e-05
2.702926e+01 7.377578e-05
2.703676e+01 7.187491e-05
2.704426e+01 7.002104e-05
2.705176e+01 6.821306e-05
2.705926e+01 6.644990e-05
2.706677e+01 6.473047e-05
2.707427e+01 6.305377e-05
2.708177e+01 6.141875e-05
2.708927e+01 5.982445e-05
2.709677e+01 5.826989e-05
2.710428e+01 5.675412e-05
2.711178e+01 5.527623e-05
2.711928e+01 5.383530e-05
2.712678e+01 5.243045e-05
2.713428e+01 5.106082e-05
2.714179e+01 4.972556e-05
2.714929e+01 4.842386e-05
2.715679e+01 4.715490e-05
2.716429e+01 4.591790e-05
2.717179e+01 4.471209e-05
2.717929e+01 4.353672e-05
2.718680e+01 4.239104e-05
2.719430e+01 4.127435e-05
2.720180e+01 4.018594e-05
2.720930e+01 3.912514e-05
2.721680e+01 3.809125e-05
2.722431e+01 3.708365e-05
2.723181e+01 3.610167e-05
2.723931e+01 3.514471e-05
2.724681e+01 3.421215e-05
2.725431e+01 3.330340e-05
2.726182e+01 3.241787e-05
2.726932e+01 3.155499e-05
2.727682e+01 3.071422e-05
2.728432e+01 2.989500e-05
2.729182e+01 2.909682e-05
2.729932e+01 2.831914e-05
2.730683e+01 2.756148e-05
2.731433e+01 2.682332e-05
2.732183e+01 2.610420e-05
2.732933e+01 2.540365e-05
2.733683e+01 2.472119e-05
2.734434e+01 2.405639e-05
2.735184e+01 2.340881e-05
2.735934e+01 2.277802e-05
2.736684e+01 2.216360e-05
2.737434e+01 2.156515e-05
2.738185e+01 2.098226e-05
2.738935e+01 2.041455e-05
2.739685e+01 1.986164e-05
2.740435e+01 1.932317e-05
2.741185e+01 1.879876e-05
2.741935e+01 1.828806e-05
2.742686e+01 1.779074e-05
2.743436e+01 1.730645e-05
2.744186e+01 1.683487e-05
2.744936e+01 1.637568e-05
2.745686e+01 1.592857e-05
2.746437e+01 1.549322e-05
2.747187e+01 1.506935e-05
2.747937e+01 1.465667e-05
2.748687e+01 1.425488e-05
2.749437e+01 1.386371e-05
2.750188e+01 1.348290e-05
2.750938e+01 1.311218e-05
2.751688e+01 1.275129e-05
2.752438e+01 1.239999e-05
2.753188e+01 1.205802e-05
2.753938e+01 1.172515e-05
2.754689e+01 1.140115e-05
2.755439e+01 1.108579e-05
2.756189e+01 1.077885e-05
2.756939e+01 1.048012e-05
2.757689e+01 1.018937e-05
2.758440e+01 9.906412e-06
2.759190e+01 9.631039e-06
2.759940e+01 9.363056e-06
2.760690e+01 9.102274e-06
2.761440e+01 8.848505e-06
2.762191e+01 8.601568e-06
2.762941e+01 8.361287e-06
2.763691e+01 8.127489e-06
2.764441e+01 7.900005e-06
2.765191e+01 7.678672e-06
2.765941e+01 7.463329e-06
2.766692e+01 7.253821e-06
2.767442e+01 7.049995e-06
2.768192e+01 6.851703e-06
2.768942e+01 6.658801e-06
2.769692e+01 6.471147e-06
2.770443e+01 6.288604e-06
2.771193e+01 6.111038e-06
2.771943e+01 5.938318e-06
2.772693e+01 5.770317e-06
2.773443e+01 5.606910e-06
2.774194e+01 5.447978e-06
2.774944e+01 5.293401e-06
2.775694e+01 5.143065e-06
2.776444e+01 4.996857e-06
2.777194e+01 4.854669e-06
2.777944e+01 4.716394e-06
2.778695e+01 4.581928e-06
2.779445e+01 4.451171e-06
2.780195e+01 4.324022e-06
2.780945e+01 4.200388e-06
2.781695e+01 4.080173e-06
2.782446e+01 3.963287e-06
2.783196e+01 3.849641e-06
2.783946e+01 3.739148e-06
2.784696e+01 3.631724e-06
2.785446e+01 3.527286e-06
2.786197e+01 3.425756e-06
2.786947e+01 3.327054e-06
2.787697e+01 3.231105e-06
2.788447e+01 3.137834e-06
2.789197e+01 3.047169e-06
2.789947e+01 2.959041e-06
2.790698e+01 2.873381e-06
2.791448e+01 2.790121e-06
2.792198e+01 2.709198e-06
2.792948e+01 2.630548e-06
2.793698e+01 2.554108e-06
2.794449e+01 2.479820e-06
2.795199e+01 2.407625e-06
2.795949e+01 2.337466e-06
2.796699e+01 2.269287e-06
2.797449e+01 2.203035e-06
2.798200e+01 2.138656e-06
2.798950e+01 2.076101e-06
2.799700e+01 2.015318e-06
2.800450e+01 1.956259e-06
2.801200e+01 1.898878e-06
2.801950e+01 1.843128e-06
2.802701e+01 1.788964e-06
2.803451e+01 1.736343e-06
2.804201e+01 1.685222e-06
2.804951e+01 1.635560e-06
2.805701e+01 1.587317e-06
2.806452e+01 1.540453e-06
2.807202e+01 1.494931e-06
2.807952e+01 1.450713e-06
2.808702e+01 1.407763e-06
2.809452e+01 1.366047e-06
2.810203e+01 1.325529e-06
2.810953e+01 1.286176e-06
2.811703e+01 1.247957e-06
2.812453e+01 1.210839e-06
2.813203e+01 1.174792e-06
2.813953e+01 1.139786e-06
2.814704e+01 1.105792e-06
2.815454e+01 1.072782e-06
2.816204e+01 1.040728e-06
2.816954e+01 1.009602e-06
2.817704e+01 9.793806e-07
2.818455e+01 9.500366e-07
2.819205e+01 9.215459e-07
2.819955e+01 8.938843e-07
2.820705e+01 8.670286e-07
2.821455e+01 8.409560e-07
2.822206e+01 8.156444e-07
2.822956e+01 7.910724e-07
2.823706e+01 7.672189e-07
2.824456e+01 7.440638e-07
2.825206e+01 7.215871e-07
2.825956e+01 6.997696e-07
2.826707e+01 6.785927e-07
2.827457e+01 6.580381e-07
2.828207e+01 6.380881e-07
2.828957e+01 6.187254e-07
2.829707e+01 5.999334e-07
2.830458e+01 5.816957e-07
2.831208e+01 5.639966e-07
2.831958e+01 5.468205e-07
2.832708e+01 5.301526e-07
2.833458e+01 5.139782e-07
2.834209e+01 4.982833e-07
2.834959e+01 4.830540e-07
2.835709e+01 4.682769e-07
2.836459e+01 4.539391e-07
2.837209e+01 4.400278e-07
2.837959e+01 4.265309e-07
2.838710e+01 4.134362e-07
2.839460e+01 4.007323e-07
2.840210e+01 3.884078e-07
2.840960e+01 3.764517e-07
2.841710e+01 3.648533e-07
2.842461e+01 3.536024e-07
2.843211e+01 3.426887e-07
2.843961e+01 3.321024e-07
2.844711e+01 3.218341e-07
2.845461e+01 3.118746e-07
2.846212e+01 3.022146e-07
2.846962e+01 2.928457e-07
2.847712e+01 2.837592e-07
2.848462e+01 2.749468e-07
2.849212e+01 2.664006e-07
2.849962e+01 2.581128e-07
2.850713e+01 2.500758e-07
2.851463e+01 2.422822e-07
2.852213e+01 2.347248e-07
2.852963e+01 2.273968e-07
2.853713e+01 2.202913e-07
2.854464e+01 2.134019e-07
2.855214e+01 2.067220e-07
2.855964e+01 2.002457e-07
2.856714e+01 1.939667e-07
2.857464e+01 1.878793e-07
2.858215e+01 1.819778e-07
2.858965e+01 1.762568e-07
2.859715e+01 1.707108e-07
2.860465e+01 1.653346e-07
2.861215e+01 1.601232e-07
2.861965e+01 1.550717e-07
2.862716e+01 1.501753e-07
2.863466e+01 1.454295e-07
2.864216e+01 1.408296e-07
2.864966e+01 1.363714e-07
2.865716e+01 1.320506e-07
2.866467e+01 1.278631e-07
2.867217e+01 1.238049e-07
2.867967e+01 1.198721e-07
2.868717e+01 1.160609e-07
2.869467e+01 1.123678e-07
2.870218e+01 1.087891e-07
2.870968e+01 1.053214e-07
2.871718e+01 1.019614e-07
2.872468e+01 9.870578e-08
2.873218e+01 9.555142e-08
2.873968e+01 9.249525e-08
2.874719e+01 8.953431e-08
2.875469e+01 8.666571e-08
2.876219e+01 8.388665e-08
2.876969e+01 8.119442e-08
2.877719e+01 7.858637e-08
2.878470e+01 7.605995e-08
2.879220e+01 7.361267e-08
2.879970e+01 7.124213e-08
2.880720e+01 6.894598e-08
2.881470e+01 6.672195e-08
2.882221e+01 6.456784e-08
2.882971e+01 6.248152e-08
2.883721e+01 6.046090e-08
2.884471e+01 5.850398e-08
2.885221e+01 5.660881e-08
2.885971e+01 5.477348e-08
2.886722e+01 5.299615e-08
2.887472e+01 5.127506e-08
2.888222e+01 4.960846e-08
2.888972e+01 4.799467e-08
2.889722e+01 4.643207e-08
2.890473e+01 4.491908e-08
2.891223e+01 4.345417e-08
2.891973e+01 4.203584e-08
2.892723e+01 4.066266e-08
2.893473e+01 3.933323e-08
2.894224e+01 3.804619e-08
2.894974e+01 3.680022e-08
2.895724e+01 3.559406e-08
2.896474e+01 3.442646e-08
2.897224e+01 3.329622e-08
2.897974e+01 3.220217e-08
2.898725e+01 3.114320e-08
2.899475e+01 3.011820e-08
2.900225e+01 2.912612e-08
2.900975e+01 2.816592e-08
2.901725e+01 2.723660e-08
2.902476e+01 2.633721e-08
2.903226e+01 2.546680e-08
2.903976e+01 2.462446e-08
2.904726e+01 2.380930e-08
2.905476e+01 2.302049e-08
2.906227e+01 2.225718e-08
2.906977e+01 2.151857e-08
2.907727e+01 2.080389e-08
2.908477e+01 2.011237e-08
2.909227e+01 1.944329e-08
2.909977e+01 1.879594e-08
2.910728e+01 1.816964e-08
2.911478e+01 1.756370e-08
2.912228e+01 1.697749e-08
2.912978e+01 1.641039e-08
2.913728e+01 1.586178e-08
2.914479e+01 1.533108e-08
2.915229e+01 1.481772e-08
2.915979e+01 1.432114e-08
2.916729e+01 1.384082e-08
2.917479e+01 1.337623e-08
2.918230e+01 1.292686e-08
2.918980e+01 1.249224e-08
2.919730e+01 1.207190e-08
2.920480e+01 1.166537e-08
2.921230e+01 1.127221e-08
2.921980e+01 1.089199e-08
2.922731e+01 1.052430e-08
2.923481e+01 1.016874e-08
2.924231e+01 9.824914e-09
2.924981e+01 9.492445e-09
2.925731e+01 9.170968e-09
2.926482e+01 8.860128e-09
2.927232e+01 8.559582e-09
2.927982e+01 8.268998e-09
2.928732e+01 7.988054e-09
2.929482e+01 7.716437e-09
2.930233e+01 7.453846e-09
2.930983e+01 7.199988e-09
2.931733e+01 6.954579e-09
2.932483e+01 6.717345e-09
2.933233e+01 6.488021e-09
2.933983e+01 6.266349e-09
2.934734e+01 6.052081e-09
2.935484e+01 5.844973e-09
2.936234e+01 5.644795e-09
2.936984e+01 5.451318e-09
2.937734e+01 5.264324e-09
2.938485e+01 5.083601e-09
2.939235e+01 4.908943e-09
2.939985e+01 4.740153e-09
2.940735e+01 4.577038e-09
2.941485e+01 4.419410e-09
2.942236e+01 4.267091e-09
2.942986e+01 4.119906e-09
2.943736e+01 3.977685e-09
2.944486e+01 3.840265e-09
2.945236e+01 3.707489e-09
2.945986e+01 3.579202e-09
2.946737e+01 3.455257e-09
2.947487e+01 3.335510e-09
2.948237e+01 3.219822e-09
2.948987e+01 3.108058e-09
2.949737e+01 3.000090e-09
2.950488e+01 2.895791e-09
2.951238e+01 2.795038e-09
2.951988e+01 2.697715e-09
2.952738e+01 2.603708e-09
2.953488e+01 2.512905e-09
2.954239e+01 2.425201e-09
2.954989e+01 2.340492e-09
2.955739e+01 2.258678e-09
2.956489e+01 2.179662e-09
2.957239e+01 2.103351e-09
2.957989e+01 2.029655e-09
2.958740e+01 1.958485e-09
2.959490e+01 1.889758e-09
2.960240e+01 1.823391e-09
2.960990e+01 1.759305e-09
2.961740e+01 1.697424e-09
2.962491e+01 1.637673e-09
2.963241e+01 1.579981e-09
2.963991e+01 1.524278e-09
2.964741e+01 1.470498e-09
2.965491e+01 1.418575e-09
2.966242e+01 1.368447e-09
2.966992e+01 1.320053e-09
2.967742e+01 1.273335e-09
2.968492e+01 1.228235e-09
2.969242e+01 1.184699e-09
2.969992e+01 1.142674e-09
2.970743e+01 1.102109e-09
2.971493e+01 1.062954e-09
2.972243e+01 1.025161e-09
2.972993e+01 9.886843e-10
2.973743e+01 9.534783e-10
2.974494e+01 9.195000e-10
2.975244e+01 8.867075e-10
2.975994e+01 8.550604e-10
2.976744e+01 8.245196e-10
2.977494e+01 7.950472e-10
2.978245e+01 7.666067e-10
2.978995e+01 7.391627e-10
2.979745e+01 7.126810e-10
2.980495e+01 6.871288e-10
2.981245e+01 6.624740e-10
2.981995e+01 6.386858e-10
2.982746e+01 6.157344e-10
2.983496e+01 5.935911e-10
2.984246e+01 5.722280e-10
2.984996e+01 5.516181e-10
2.985746e+01 5.317356e-10
2.986497e+01 5.125552e-10
2.987247e+01 4.940528e-10
2.987997e+01 4.762049e-10
2.988747e+01 4.589887e-10
2.989497e+01 4.423826e-10
2.990248e+01 4.263652e-10
2.990998e+01 4.109161e-10
2.991748e+01 3.960157e-10
2.992498e+01 3.816448e-10
2.993248e+01 3.677850e-10
2.993998e+01 3.544186e-10
2.994749e+01 3.415283e-10
2.995499e+01 3.290976e-10
2.996249e+01 3.171104e-10
2.996999e+01 3.055512e-10
2.997749e+01 2.944050e-10
2.998500e+01 2.836574e-10
2.999250e+01 2.732945e-10
3.000000e+01 2.633027e-10
