p rho_p
1.310578e+01 5.736402e-05
1.311328e+01 5.889947e-05
1.312078e+01 6.047428e-05
1.312828e+01 6.208944e-05
1.313578e+01 6.374592e-05
1.314329e+01 6.544474e-05
1.315079e+01 6.718691e-05
1.315829e+01 6.897350e-05
1.316579e+01 7.080558e-05
1.317329e+01 7.268426e-05
1.318080e+01 7.461066e-05
1.318830e+01 7.658593e-05
1.319580e+01 7.861127e-05
1.320330e+01 8.068787e-05
1.321080e+01 8.281696e-05
1.321830e+01 8.499982e-05
1.322581e+01 8.723773e-05
1.323331e+01 8.953202e-05
1.324081e+01 9.188403e-05
1.324831e+01 9.429514e-05
1.325581e+01 9.676677e-05
1.326332e+01 9.930035e-05
1.327082e+01 1.018974e-04
1.327832e+01 1.045593e-04
1.328582e+01 1.072878e-04
1.329332e+01 1.100843e-04
1.330083e+01 1.129505e-04
1.330833e+01 1.158881e-04
1.331583e+01 1.188986e-04
1.332333e+01 1.219839e-04
1.333083e+01 1.251457e-04
1.333833e+01 1.283858e-04
1.334584e+01 1.317060e-04
1.335334e+01 1.351082e-04
1.336084e+01 1.385944e-04
1.336834e+01 1.421665e-04
1.337584e+01 1.458265e-04
1.338335e+01 1.495765e-04
1.339085e+01 1.534186e-04
1.339835e+01 1.573548e-04
1.340585e+01 1.613875e-04
1.341335e+01 1.655188e-04
1.342086e+01 1.697510e-04
1.342836e+01 1.740865e-04
1.343586e+01 1.785277e-04
1.344336e+01 1.830769e-04
1.345086e+01 1.877367e-04
1.345836e+01 1.925097e-04
1.346587e+01 1.973984e-04
1.347337e+01 2.024055e-04
1.348087e+01 2.075336e-04
1.348837e+01 2.127857e-04
1.349587e+01 2.181644e-04
1.350338e+01 2.236728e-04
1.351088e+01 2.293137e-04
1.351838e+01 2.350902e-04
1.352588e+01 2.410054e-04
1.353338e+01 2.470623e-04
1.354089e+01 2.532643e-04
1.354839e+01 2.596146e-04
1.355589e+01 2.661165e-04
1.356339e+01 2.727735e-04
1.357089e+01 2.795891e-04
1.357839e+01 2.865668e-04
1.358590e+01 2.937104e-04
1.359340e+01 3.010234e-04
1.360090e+01 3.085097e-04
1.360840e+01 3.161733e-04
1.361590e+01 3.240180e-04
1.362341e+01 3.320479e-04
1.363091e+01 3.402671e-04
1.363841e+01 3.486798e-04
1.364591e+01 3.572904e-04
1.365341e+01 3.661032e-04
1.366092e+01 3.751227e-04
1.366842e+01 3.843535e-04
1.367592e+01 3.938003e-04
1.368342e+01 4.034677e-04
1.369092e+01 4.133608e-04
1.369842e+01 4.234843e-04
1.370593e+01 4.338435e-04
1.371343e+01 4.444434e-04
1.372093e+01 4.552894e-04
1.372843e+01 4.663868e-04
1.373593e+01 4.777411e-04
1.374344e+01 4.893579e-04
1.375094e+01 5.012429e-04
1.375844e+01 5.134020e-04
1.376594e+01 5.258411e-04
1.377344e+01 5.385662e-04
1.378095e+01 5.515836e-04
1.378845e+01 5.648996e-04
1.379595e+01 5.785206e-04
1.380345e+01 5.924532e-04
1.381095e+01 6.067041e-04
1.381845e+01 6.212801e-04
1.382596e+01 6.361883e-04
1.383346e+01 6.514356e-04
1.384096e+01 6.670294e-04
1.384846e+01 6.829771e-04
1.385596e+01 6.992861e-04
1.386347e+01 7.159643e-04
1.387097e+01 7.330194e-04
1.387847e+01 7.504594e-04
1.388597e+01 7.682926e-04
1.389347e+01 7.865271e-04
1.390098e+01 8.051716e-04
1.390848e+01 8.242345e-04
1.391598e+01 8.437248e-04
1.392348e+01 8.636515e-04
1.393098e+01 8.840236e-04
1.393848e+01 9.048506e-04
1.394599e+01 9.261419e-04
1.395349e+01 9.479072e-04
1.396099e+01 9.701565e-04
1.396849e+01 9.928997e-04
1.397599e+01 1.016147e-03
1.398350e+01 1.039910e-03
1.399100e+01 1.064197e-03
1.399850e+01 1.089021e-03
1.400600e+01 1.114393e-03
1.401350e+01 1.140323e-03
1.402101e+01 1.166823e-03
1.402851e+01 1.193906e-03
1.403601e+01 1.221582e-03
1.404351e+01 1.249864e-03
1.405101e+01 1.278764e-03
1.405851e+01 1.308296e-03
1.406602e+01 1.338472e-03
1.407352e+01 1.369304e-03
1.408102e+01 1.400808e-03
1.408852e+01 1.432995e-03
1.409602e+01 1.465880e-03
1.410353e+01 1.499477e-03
1.411103e+01 1.533801e-03
1.411853e+01 1.568866e-03
1.412603e+01 1.604686e-03
1.413353e+01 1.641278e-03
1.414104e+01 1.678657e-03
1.414854e+01 1.716838e-03
1.415604e+01 1.755838e-03
1.416354e+01 1.795673e-03
1.417104e+01 1.836359e-03
1.417854e+01 1.877913e-03
1.418605e+01 1.920354e-03
1.419355e+01 1.963698e-03
1.420105e+01 2.007963e-03
1.420855e+01 2.053167e-03
1.421605e+01 2.099330e-03
1.422356e+01 2.146469e-03
1.423106e+01 2.194605e-03
1.423856e+01 2.243756e-03
1.424606e+01 2.293943e-03
1.425356e+01 2.345186e-03
1.426107e+01 2.397505e-03
1.426857e+01 2.450922e-03
1.427607e+01 2.505458e-03
1.428357e+01 2.561134e-03
1.429107e+01 2.617974e-03
1.429857e+01 2.675999e-03
1.430608e+01 2.735232e-03
1.431358e+01 2.795697e-03
1.432108e+01 2.857418e-03
1.432858e+01 2.920418e-03
1.433608e+01 2.984722e-03
1.434359e+01 3.050355e-03
1.435109e+01 3.117344e-03
1.435859e+01 3.185713e-03
1.436609e+01 3.255488e-03
1.437359e+01 3.326698e-03
1.438110e+01 3.399369e-03
1.438860e+01 3.473528e-03
1.439610e+01 3.549205e-03
1.440360e+01 3.626427e-03
1.441110e+01 3.705224e-03
1.441860e+01 3.785626e-03
1.442611e+01 3.867662e-03
1.443361e+01 3.951364e-03
1.444111e+01 4.036763e-03
1.444861e+01 4.123890e-03
1.445611e+01 4.212779e-03
1.446362e+01 4.303460e-03
1.447112e+01 4.395969e-03
1.447862e+01 4.490340e-03
1.448612e+01 4.586605e-03
1.449362e+01 4.684802e-03
1.450113e+01 4.784964e-03
1.450863e+01 4.887130e-03
1.451613e+01 4.991335e-03
1.452363e+01 5.097617e-03
1.453113e+01 5.206015e-03
1.453863e+01 5.316566e-03
1.454614e+01 5.429311e-03
1.455364e+01 5.544289e-03
1.456114e+01 5.661542e-03
1.456864e+01 5.781110e-03
1.457614e+01 5.903035e-03
1.458365e+01 6.027361e-03
1.459115e+01 6.154130e-03
1.459865e+01 6.283388e-03
1.460615e+01 6.415178e-03
1.461365e+01 6.549546e-03
1.462116e+01 6.686538e-03
1.462866e+01 6.826202e-03
1.463616e+01 6.968586e-03
1.464366e+01 7.113737e-03
1.465116e+01 7.261706e-03
1.465866e+01 7.412541e-03
1.466617e+01 7.566295e-03
1.467367e+01 7.723019e-03
1.468117e+01 7.882766e-03
1.468867e+01 8.045588e-03
1.469617e+01 8.211540e-03
1.470368e+01 8.380677e-03
1.471118e+01 8.553055e-03
1.471868e+01 8.728731e-03
1.472618e+01 8.907762e-03
1.473368e+01 9.090207e-03
1.474119e+01 9.276126e-03
1.474869e+01 9.465578e-03
1.475619e+01 9.658625e-03
1.476369e+01 9.855329e-03
1.477119e+01 1.005575e-02
1.477869e+01 1.025996e-02
1.478620e+01 1.046802e-02
1.479370e+01 1.068000e-02
1.480120e+01 1.089596e-02
1.480870e+01 1.111597e-02
1.481620e+01 1.134010e-02
1.482371e+01 1.156842e-02
1.483121e+01 1.180100e-02
1.483871e+01 1.203792e-02
1.484621e+01 1.227924e-02
1.485371e+01 1.252505e-02
1.486122e+01 1.277541e-02
1.486872e+01 1.303041e-02
1.487622e+01 1.329013e-02
1.488372e+01 1.355463e-02
1.489122e+01 1.382401e-02
1.489872e+01 1.409833e-02
1.490623e+01 1.437770e-02
1.491373e+01 1.466218e-02
1.492123e+01 1.495187e-02
1.492873e+01 1.524685e-02
1.493623e+01 1.554721e-02
1.494374e+01 1.585303e-02
1.495124e+01 1.616441e-02
1.495874e+01 1.648144e-02
1.496624e+01 1.680421e-02
1.497374e+01 1.713281e-02
1.498125e+01 1.746735e-02
1.498875e+01 1.780791e-02
1.499625e+01 1.815459e-02
1.500375e+01 1.850750e-02
1.501125e+01 1.886674e-02
1.501875e+01 1.923240e-02
1.502626e+01 1.960459e-02
1.503376e+01 1.998342e-02
1.504126e+01 2.036899e-02
1.504876e+01 2.076141e-02
1.505626e+01 2.116078e-02
1.506377e+01 2.156723e-02
1.507127e+01 2.198087e-02
1.507877e+01 2.240180e-02
1.508627e+01 2.283014e-02
1.509377e+01 2.326601e-02
1.510128e+01 2.370953e-02
1.510878e+01 2.416082e-02
1.511628e+01 2.462000e-02
1.512378e+01 2.508720e-02
1.513128e+01 2.556253e-02
1.513878e+01 2.604613e-02
1.514629e+01 2.653813e-02
1.515379e+01 2.703866e-02
1.516129e+01 2.754784e-02
1.516879e+01 2.806582e-02
1.517629e+01 2.859272e-02
1.518380e+01 2.912869e-02
1.519130e+01 2.967386e-02
1.519880e+01 3.022838e-02
1.520630e+01 3.079239e-02
1.521380e+01 3.136603e-02
1.522131e+01 3.194945e-02
1.522881e+01 3.254279e-02
1.523631e+01 3.314622e-02
1.524381e+01 3.375988e-02
1.525131e+01 3.438392e-02
1.525881e+01 3.501851e-02
1.526632e+01 3.566379e-02
1.527382e+01 3.631994e-02
1.528132e+01 3.698710e-02
1.528882e+01 3.766546e-02
1.529632e+01 3.835516e-02
1.530383e+01 3.905639e-02
1.531133e+01 3.976931e-02
1.531883e+01 4.049409e-02
1.532633e+01 4.123092e-02
1.533383e+01 4.197995e-02
1.534134e+01 4.274139e-02
1.534884e+01 4.351539e-02
1.535634e+01 4.430216e-02
1.536384e+01 4.510188e-02
1.537134e+01 4.591472e-02
1.537884e+01 4.674089e-02
1.538635e+01 4.758058e-02
1.539385e+01 4.843397e-02
1.540135e+01 4.930128e-02
1.540885e+01 5.018269e-02
1.541635e+01 5.107841e-02
1.542386e+01 5.198864e-02
1.543136e+01 5.291359e-02
1.543886e+01 5.385347e-02
1.544636e+01 5.480849e-02
1.545386e+01 5.577886e-02
1.546137e+01 5.676480e-02
1.546887e+01 5.776653e-02
1.547637e+01 5.878427e-02
1.548387e+01 5.981825e-02
1.549137e+01 6.086868e-02
1.549887e+01 6.193580e-02
1.550638e+01 6.301984e-02
1.551388e+01 6.412104e-02
1.552138e+01 6.523963e-02
1.552888e+01 6.637585e-02
1.553638e+01 6.752994e-02
1.554389e+01 6.870215e-02
1.555139e+01 6.989272e-02
1.555889e+01 7.110191e-02
1.556639e+01 7.232997e-02
1.557389e+01 7.357715e-02
1.558140e+01 7.484371e-02
1.558890e+01 7.612992e-02
1.559640e+01 7.743603e-02
1.560390e+01 7.876231e-02
1.561140e+01 8.010904e-02
1.561890e+01 8.147649e-02
1.562641e+01 8.286493e-02
1.563391e+01 8.427463e-02
1.564141e+01 8.570589e-02
1.564891e+01 8.715898e-02
1.565641e+01 8.863419e-02
1.566392e+01 9.013182e-02
1.567142e+01 9.165215e-02
1.567892e+01 9.319548e-02
1.568642e+01 9.476212e-02
1.569392e+01 9.635235e-02
1.570143e+01 9.796649e-02
1.570893e+01 9.960485e-02
1.571643e+01 1.012677e-01
1.572393e+01 1.029555e-01
1.573143e+01 1.046683e-01
1.573893e+01 1.064067e-01
1.574644e+01 1.081709e-01
1.575394e+01 1.099612e-01
1.576144e+01 1.117779e-01
1.576894e+01 1.136215e-01
1.577644e+01 1.154922e-01
1.578395e+01 1.173903e-01
1.579145e+01 1.193163e-01
1.579895e+01 1.212704e-01
1.580645e+01 1.232530e-01
1.581395e+01 1.252645e-01
1.582146e+01 1.273052e-01
1.582896e+01 1.293755e-01
1.583646e+01 1.314757e-01
1.584396e+01 1.336063e-01
1.585146e+01 1.357675e-01
1.585896e+01 1.379597e-01
1.586647e+01 1.401834e-01
1.587397e+01 1.424389e-01
1.588147e+01 1.447265e-01
1.588897e+01 1.470468e-01
1.589647e+01 1.493999e-01
1.590398e+01 1.517865e-01
1.591148e+01 1.542068e-01
1.591898e+01 1.566612e-01
1.592648e+01 1.591502e-01
1.593398e+01 1.616742e-01
1.594149e+01 1.642335e-01
1.594899e+01 1.668286e-01
1.595649e+01 1.694599e-01
1.596399e+01 1.721279e-01
1.597149e+01 1.748328e-01
1.597899e+01 1.775753e-01
1.598650e+01 1.803556e-01
1.599400e+01 1.831743e-01
1.600150e+01 1.860318e-01
1.600900e+01 1.889285e-01
1.601650e+01 1.918648e-01
1.602401e+01 1.948413e-01
1.603151e+01 1.978583e-01
1.603901e+01 2.009164e-01
1.604651e+01 2.040159e-01
1.605401e+01 2.071574e-01
1.606152e+01 2.103413e-01
1.606902e+01 2.135680e-01
1.607652e+01 2.168381e-01
1.608402e+01 2.201521e-01
1.609152e+01 2.235103e-01
1.609902e+01 2.269133e-01
1.610653e+01 2.303617e-01
1.611403e+01 2.338558e-01
1.612153e+01 2.373961e-01
1.612903e+01 2.409832e-01
1.613653e+01 2.446176e-01
1.614404e+01 2.482998e-01
1.615154e+01 2.520302e-01
1.615904e+01 2.558095e-01
1.616654e+01 2.596380e-01
1.617404e+01 2.635164e-01
1.618155e+01 2.674451e-01
1.618905e+01 2.714247e-01
1.619655e+01 2.754557e-01
1.620405e+01 2.795387e-01
1.621155e+01 2.836741e-01
1.621905e+01 2.878626e-01
1.622656e+01 2.921046e-01
1.623406e+01 2.964007e-01
1.624156e+01 3.007515e-01
1.624906e+01 3.051575e-01
1.625656e+01 3.096192e-01
1.626407e+01 3.141373e-01
1.627157e+01 3.187123e-01
1.627907e+01 3.233447e-01
1.628657e+01 3.280352e-01
1.629407e+01 3.327843e-01
1.630158e+01 3.375925e-01
1.630908e+01 3.424606e-01
1.631658e+01 3.473889e-01
1.632408e+01 3.523782e-01
1.633158e+01 3.574291e-01
1.633908e+01 3.625420e-01
1.634659e+01 3.677177e-01
1.635409e+01 3.729567e-01
1.636159e+01 3.782596e-01
1.636909e+01 3.836270e-01
1.637659e+01 3.890596e-01
1.638410e+01 3.945579e-01
1.639160e+01 4.001226e-01
1.639910e+01 4.057542e-01
1.640660e+01 4.114535e-01
1.641410e+01 4.172210e-01
1.642161e+01 4.230573e-01
1.642911e+01 4.289631e-01
1.643661e+01 4.349390e-01
1.644411e+01 4.409857e-01
1.645161e+01 4.471038e-01
1.645911e+01 4.532939e-01
1.646662e+01 4.595567e-01
1.647412e+01 4.658928e-01
1.648162e+01 4.723028e-01
1.648912e+01 4.787875e-01
1.649662e+01 4.853475e-01
1.650413e+01 4.919834e-01
1.651163e+01 4.986959e-01
1.651913e+01 5.054857e-01
1.652663e+01 5.123533e-01
1.653413e+01 5.192996e-01
1.654164e+01 5.263251e-01
1.654914e+01 5.334306e-01
1.655664e+01 5.406166e-01
1.656414e+01 5.478840e-01
1.657164e+01 5.552333e-01
1.657914e+01 5.626652e-01
1.658665e+01 5.701804e-01
1.659415e+01 5.777797e-01
1.660165e+01 5.854636e-01
1.660915e+01 5.932329e-01
1.661665e+01 6.010883e-01
1.662416e+01 6.090304e-01
1.663166e+01 6.170600e-01
1.663916e+01 6.251777e-01
1.664666e+01 6.333843e-01
1.665416e+01 6.416804e-01
1.666167e+01 6.500667e-01
1.666917e+01 6.585440e-01
1.667667e+01 6.671129e-01
1.668417e+01 6.757742e-01
1.669167e+01 6.845286e-01
1.669917e+01 6.933766e-01
1.670668e+01 7.023192e-01
1.671418e+01 7.113569e-01
1.672168e+01 7.204905e-01
1.672918e+01 7.297207e-01
1.673668e+01 7.390483e-01
1.674419e+01 7.484738e-01
1.675169e+01 7.579980e-01
1.675919e+01 7.676217e-01
1.676669e+01 7.773456e-01
1.677419e+01 7.871703e-01
1.678170e+01 7.970966e-01
1.678920e+01 8.071253e-01
1.679670e+01 8.172569e-01
1.680420e+01 8.274922e-01
1.681170e+01 8.378320e-01
1.681920e+01 8.482770e-01
1.682671e+01 8.588279e-01
1.683421e+01 8.694853e-01
1.684171e+01 8.802500e-01
1.684921e+01 8.911228e-01
1.685671e+01 9.021043e-01
1.686422e+01 9.131953e-01
1.687172e+01 9.243964e-01
1.687922e+01 9.357084e-01
1.688672e+01 9.471320e-01
1.689422e+01 9.586679e-01
1.690173e+01 9.703168e-01
1.690923e+01 9.820794e-01
1.691673e+01 9.939565e-01
1.692423e+01 1.005949e+00
1.693173e+01 1.018057e+00
1.693923e+01 1.030281e+00
1.694674e+01 1.042623e+00
1.695424e+01 1.055083e+00
1.696174e+01 1.067661e+00
1.696924e+01 1.080359e+00
1.697674e+01 1.093177e+00
1.698425e+01 1.106115e+00
1.699175e+01 1.119175e+00
1.699925e+01 1.132358e+00
1.700675e+01 1.145662e+00
1.701425e+01 1.159091e+00
1.702176e+01 1.172643e+00
1.702926e+01 1.186321e+00
1.703676e+01 1.200124e+00
1.704426e+01 1.214053e+00
1.705176e+01 1.228109e+00
1.705926e+01 1.242293e+00
1.706677e+01 1.256604e+00
1.707427e+01 1.271045e+00
1.708177e+01 1.285615e+00
1.708927e+01 1.300315e+00
1.709677e+01 1.315147e+00
1.710428e+01 1.330109e+00
1.711178e+01 1.345204e+00
1.711928e+01 1.360432e+00
1.712678e+01 1.375793e+00
1.713428e+01 1.391288e+00
1.714179e+01 1.406917e+00
1.714929e+01 1.422682e+00
1.715679e+01 1.438583e+00
1.716429e+01 1.454620e+00
1.717179e+01 1.470795e+00
1.717929e+01 1.487107e+00
1.718680e+01 1.503557e+00
1.719430e+01 1.520147e+00
1.720180e+01 1.536876e+00
1.720930e+01 1.553745e+00
1.721680e+01 1.570754e+00
1.722431e+01 1.587905e+00
1.723181e+01 1.605198e+00
1.723931e+01 1.622633e+00
1.724681e+01 1.640211e+00
1.725431e+01 1.657932e+00
1.726182e+01 1.675797e+00
1.726932e+01 1.693807e+00
1.727682e+01 1.711962e+00
1.728432e+01 1.730263e+00
1.729182e+01 1.748710e+00
1.729932e+01 1.767303e+00
1.730683e+01 1.786043e+00
1.731433e+01 1.804931e+00
1.732183e+01 1.823967e+00
1.732933e+01 1.843152e+00
1.733683e+01 1.862485e+00
1.734434e+01 1.881969e+00
1.735184e+01 1.901602e+00
1.735934e+01 1.921385e+00
1.736684e+01 1.941319e+00
1.737434e+01 1.961405e+00
1.738185e+01 1.981642e+00
1.738935e+01 2.002032e+00
1.739685e+01 2.022573e+00
1.740435e+01 2.043268e+00
1.741185e+01 2.064116e+00
1.741935e+01 2.085118e+00
1.742686e+01 2.106274e+00
1.743436e+01 2.127584e+00
1.744186e+01 2.149049e+00
1.744936e+01 2.170668e+00
1.745686e+01 2.192444e+00
1.746437e+01 2.214375e+00
1.747187e+01 2.236462e+00
1.747937e+01 2.258705e+00
1.748687e+01 2.281105e+00
1.749437e+01 2.303662e+00
1.750188e+01 2.326376e+00
1.750938e+01 2.349248e+00
1.751688e+01 2.372277e+00
1.752438e+01 2.395464e+00
1.753188e+01 2.418810e+00
1.753938e+01 2.442313e+00
1.754689e+01 2.465975e+00
1.755439e+01 2.489796e+00
1.756189e+01 2.513776e+00
1.756939e+01 2.537915e+00
1.757689e+01 2.562213e+00
1.758440e+01 2.586670e+00
1.759190e+01 2.611287e+00
1.759940e+01 2.636064e+00
1.760690e+01 2.661000e+00
1.761440e+01 2.686097e+00
1.762191e+01 2.711353e+00
1.762941e+01 2.736769e+00
1.763691e+01 2.762345e+00
1.764441e+01 2.788081e+00
1.765191e+01 2.813977e+00
1.765941e+01 2.840033e+00
1.766692e+01 2.866250e+00
1.767442e+01 2.892626e+00
1.768192e+01 2.919163e+00
1.768942e+01 2.945860e+00
1.769692e+01 2.972716e+00
1.770443e+01 2.999733e+00
1.771193e+01 3.026909e+00
1.771943e+01 3.054245e+00
1.772693e+01 3.081741e+00
1.773443e+01 3.109396e+00
1.774194e+01 3.137210e+00
1.774944e+01 3.165184e+00
1.775694e+01 3.193316e+00
1.776444e+01 3.221608e+00
1.777194e+01 3.250058e+00
1.777944e+01 3.278666e+00
1.778695e+01 3.307433e+00
1.779445e+01 3.336357e+00
1.780195e+01 3.365440e+00
1.780945e+01 3.394679e+00
1.781695e+01 3.424076e+00
1.782446e+01 3.453629e+00
1.783196e+01 3.483339e+00
1.783946e+01 3.513205e+00
1.784696e+01 3.543227e+00
1.785446e+01 3.573404e+00
1.786197e+01 3.603736e+00
1.786947e+01 3.634223e+00
1.787697e+01 3.664864e+00
1.788447e+01 3.695658e+00
1.789197e+01 3.726606e+00
1.789947e+01 3.757707e+00
1.790698e+01 3.788959e+00
1.791448e+01 3.820364e+00
1.792198e+01 3.851920e+00
1.792948e+01 3.883626e+00
1.793698e+01 3.915483e+00
1.794449e+01 3.947489e+00
1.795199e+01 3.979644e+00
1.795949e+01 4.011947e+00
1.796699e+01 4.044399e+00
1.797449e+01 4.076997e+00
1.798200e+01 4.109741e+00
1.798950e+01 4.142632e+00
1.799700e+01 4.175667e+00
1.800450e+01 4.208847e+00
1.801200e+01 4.242170e+00
1.801950e+01 4.275636e+00
1.802701e+01 4.309244e+00
1.803451e+01 4.342993e+00
1.804201e+01 4.376882e+00
1.804951e+01 4.410911e+00
1.805701e+01 4.445079e+00
1.806452e+01 4.479385e+00
1.807202e+01 4.513827e+00
1.807952e+01 4.548406e+00
1.808702e+01 4.583120e+00
1.809452e+01 4.617968e+00
1.810203e+01 4.652949e+00
1.810953e+01 4.688063e+00
1.811703e+01 4.723308e+00
1.812453e+01 4.758683e+00
1.813203e+01 4.794187e+00
1.813953e+01 4.829820e+00
1.814704e+01 4.865580e+00
1.815454e+01 4.901465e+00
1.816204e+01 4.937476e+00
1.816954e+01 4.973610e+00
1.817704e+01 5.009867e+00
1.818455e+01 5.046245e+00
1.819205e+01 5.082744e+00
1.819955e+01 5.119361e+00
1.820705e+01 5.156097e+00
1.821455e+01 5.192949e+00
1.822206e+01 5.229917e+00
1.822956e+01 5.266998e+00
1.823706e+01 5.304193e+00
1.824456e+01 5.341498e+00
1.825206e+01 5.378914e+00
1.825956e+01 5.416439e+00
1.826707e+01 5.454071e+00
1.827457e+01 5.491809e+00
1.828207e+01 5.529652e+00
1.828957e+01 5.567598e+00
1.829707e+01 5.605645e+00
1.830458e+01 5.643793e+00
1.831208e+01 5.682040e+00
1.831958e+01 5.720384e+00
1.832708e+01 5.758823e+00
1.833458e+01 5.797357e+00
1.834209e+01 5.835983e+00
1.834959e+01 5.874701e+00
1.835709e+01 5.913508e+00
1.836459e+01 5.952403e+00
1.837209e+01 5.991384e+00
1.837959e+01 6.030450e+00
1.838710e+01 6.069598e+00
1.839460e+01 6.108828e+00
1.840210e+01 6.148138e+00
1.840960e+01 6.187525e+00
1.841710e+01 6.226988e+00
1.842461e+01 6.266526e+00
1.843211e+01 6.306136e+00
1.843961e+01 6.345817e+00
1.844711e+01 6.385567e+00
1.845461e+01 6.425384e+00
1.846212e+01 6.465266e+00
1.846962e+01 6.505212e+00
1.847712e+01 6.545219e+00
1.848462e+01 6.585286e+00
1.849212e+01 6.625411e+00
1.849962e+01 6.665591e+00
1.850713e+01 6.705826e+00
1.851463e+01 6.746112e+00
1.852213e+01 6.786449e+00
1.852963e+01 6.826833e+00
1.853713e+01 6.867263e+00
1.854464e+01 6.907737e+00
1.855214e+01 6.948253e+00
1.855964e+01 6.988809e+00
1.856714e+01 7.029403e+00
1.857464e+01 7.070032e+00
1.858215e+01 7.110695e+00
1.858965e+01 7.151390e+00
1.859715e+01 7.192114e+00
1.860465e+01 7.232865e+00
1.861215e+01 7.273641e+00
1.861965e+01 7.314440e+00
1.862716e+01 7.355260e+00
1.863466e+01 7.396098e+00
1.864216e+01 7.436952e+00
1.864966e+01 7.477821e+00
1.865716e+01 7.518701e+00
1.866467e+01 7.559591e+00
1.867217e+01 7.600488e+00
1.867967e+01 7.641390e+00
1.868717e+01 7.682295e+00
1.869467e+01 7.723200e+00
1.870218e+01 7.764103e+00
1.870968e+01 7.805002e+00
1.871718e+01 7.845895e+00
1.872468e+01 7.886778e+00
1.873218e+01 7.927651e+00
1.873968e+01 7.968509e+00
1.874719e+01 8.009352e+00
1.875469e+01 8.050176e+00
1.876219e+01 8.090979e+00
1.876969e+01 8.131759e+00
1.877719e+01 8.172513e+00
1.878470e+01 8.213239e+00
1.879220e+01 8.253934e+00
1.879970e+01 8.294597e+00
1.880720e+01 8.335223e+00
1.881470e+01 8.375812e+00
1.882221e+01 8.416360e+00
1.882971e+01 8.456865e+00
1.883721e+01 8.497325e+00
1.884471e+01 8.537737e+00
1.885221e+01 8.578098e+00
1.885971e+01 8.618406e+00
1.886722e+01 8.658658e+00
1.887472e+01 8.698853e+00
1.888222e+01 8.738986e+00
1.888972e+01 8.779057e+00
1.889722e+01 8.819061e+00
1.890473e+01 8.858997e+00
1.891223e+01 8.898863e+00
1.891973e+01 8.938654e+00
1.892723e+01 8.978370e+00
1.893473e+01 9.018007e+00
1.894224e+01 9.057562e+00
1.894974e+01 9.097034e+00
1.895724e+01 9.136419e+00
1.896474e+01 9.175715e+00
1.897224e+01 9.214919e+00
1.897974e+01 9.254029e+00
1.898725e+01 9.293042e+00
1.899475e+01 9.331956e+00
1.900225e+01 9.370767e+00
1.900975e+01 9.409474e+00
1.901725e+01 9.448073e+00
1.902476e+01 9.486562e+00
1.903226e+01 9.524938e+00
1.903976e+01 9.563199e+00
1.904726e+01 9.601342e+00
1.905476e+01 9.639364e+00
1.906227e+01 9.677263e+00
1.906977e+01 9.715037e+00
1.907727e+01 9.752681e+00
1.908477e+01 9.790195e+00
1.909227e+01 9.827575e+00
1.909977e+01 9.864818e+00
1.910728e+01 9.901923e+00
1.911478e+01 9.938886e+00
1.912228e+01 9.975704e+00
1.912978e+01 1.001238e+01
1.913728e+01 1.004890e+01
1.914479e+01 1.008527e+01
1.915229e+01 1.012148e+01
1.915979e+01 1.015754e+01
1.916729e+01 1.019344e+01
1.917479e+01 1.022918e+01
1.918230e+01 1.026475e+01
1.918980e+01 1.030015e+01
1.919730e+01 1.033538e+01
1.920480e+01 1.037044e+01
1.921230e+01 1.040533e+01
1.921980e+01 1.044003e+01
1.922731e+01 1.047456e+01
1.923481e+01 1.050890e+01
1.924231e+01 1.054306e+01
1.924981e+01 1.057703e+01
1.925731e+01 1.061080e+01
1.926482e+01 1.064439e+01
1.927232e+01 1.067778e+01
1.927982e+01 1.071097e+01
1.928732e+01 1.074396e+01
1.929482e+01 1.077674e+01
1.930233e+01 1.080932e+01
1.930983e+01 1.084170e+01
1.931733e+01 1.087386e+01
1.932483e+01 1.090581e+01
1.933233e+01 1.093754e+01
1.933983e+01 1.096906e+01
1.934734e+01 1.100035e+01
1.935484e+01 1.103142e+01
1.936234e+01 1.106227e+01
1.936984e+01 1.109289e+01
1.937734e+01 1.112328e+01
1.938485e+01 1.115344e+01
1.939235e+01 1.118336e+01
1.939985e+01 1.121304e+01
1.940735e+01 1.124249e+01
1.941485e+01 1.127170e+01
1.942236e+01 1.130066e+01
1.942986e+01 1.132937e+01
1.943736e+01 1.135784e+01
1.944486e+01 1.138606e+01
1.945236e+01 1.141402e+01
1.945986e+01 1.144173e+01
1.946737e+01 1.146918e+01
1.947487e+01 1.149637e+01
1.948237e+01 1.152330e+01
1.948987e+01 1.154997e+01
1.949737e+01 1.157637e+01
1.950488e+01 1.160250e+01
1.951238e+01 1.162837e+01
1.951988e+01 1.165396e+01
1.952738e+01 1.167928e+01
1.953488e+01 1.170432e+01
1.954239e+01 1.172908e+01
1.954989e+01 1.175356e+01
1.955739e+01 1.177776e+01
1.956489e+01 1.180168e+01
1.957239e+01 1.182531e+01
1.957989e+01 1.184866e+01
1.958740e+01 1.187171e+01
1.959490e+01 1.189447e+01
1.960240e+01 1.191694e+01
1.960990e+01 1.193911e+01
1.961740e+01 1.196099e+01
1.962491e+01 1.198257e+01
1.963241e+01 1.200385e+01
1.963991e+01 1.202482e+01
1.964741e+01 1.204549e+01
1.965491e+01 1.206586e+01
